date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:55:26	1267/1267	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/logo-2.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/logo-2.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:26	209180/209180	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/banner/banner-1.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/banner/banner-1.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:26	26865/26865	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/page-about.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/page-about.html	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:27	71680/71680	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/about1-1.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/about1-1.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:27	85580/85580	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/about1-2.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/about1-2.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:27	3831/3831	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/icon-1.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/icon-1.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:27	1386/1386	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/icon-6.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/icon-6.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:28	103275/103275	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/room-1.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/room-1.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:28	28512/28512	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/room-details.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/room-details.html	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:28	54712/54712	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/room-2.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/room-2.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:28	24991/24991	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/room-3.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/room-3.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:29	102017/102017	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/room-4.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/room-4.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:29	24221/24221	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/room-5.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/room-5.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:30	22405/22405	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/page-service-details.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/page-service-details.html	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:30	90963/90963	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/background/1.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/background/1.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:30	301/301	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/play.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/play.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:30	51818/51818	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/feature-1.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/feature-1.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:30	872/872	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/icon.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/icon.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:31	600/600	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/icon-2.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/icon-2.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:31	159196/159196	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/feature-2.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/feature-2.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:31	121011/121011	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/feature-3.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/feature-3.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:31	603/603	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/icon-3.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/icon-3.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:32	146142/146142	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/background/testi-bg.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/background/testi-bg.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:32	17082/17082	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/testi-1.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/testi-1.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:32	233/233	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/comas.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/comas.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:33	18191/18191	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/page-pricing.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/page-pricing.html	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:33	4561/4561	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-1.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-1.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:33	5549/5549	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-2.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-2.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:33	5247/5247	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-3.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-3.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:34	5913/5913	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-4.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-4.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:34	5046/5046	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-5.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-5.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:34	6504/6504	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-6.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-6.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:34	5219/5219	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-7.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-7.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:35	5097/5097	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-8.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/pricing1-8.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:36	21921/21921	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/page-team-details.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/page-team-details.html	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:36	54829/54829	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/team-1.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/team-1.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:36	52196/52196	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/team-2.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/team-2.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:36	38076/38076	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/team-3.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/team-3.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:36	37071/37071	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/team-4.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/team-4.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:37	227/227	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/mail.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/mail.png	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:37	25959/25959	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/news-details.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/news-details.html	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:37	95839/95839	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/news-1.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/news-1.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:37	97590/97590	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/news-2.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/news-2.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:37	75406/75406	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/news-3.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/news-3.jpg	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:38	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Jul%202025%2017:25:38%20GMT	https://html.kodesolution.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:38	89663/89663	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/jquery.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/jquery.js	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:38	18794/18794	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/popper.min.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/popper.min.js	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:38	59219/59219	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/bootstrap.min.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/bootstrap.min.js	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:38	42862/42862	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2006%20Oct%202024%2005:55:08%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/slick.min.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/slick.min.js	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:39	1774/1774	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/slick-animation.min.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/slick-animation.min.js	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:39	154104/154104	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/jquery.fancybox.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/jquery.fancybox.js	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:39	6299/6299	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/wow.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/wow.js	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:39	4228/4228	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/appear.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/appear.js	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:40	45917/45917	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/flatpickr.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/flatpickr.js	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:40	138499/138499	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2009%20Jun%202024%2010:11:48%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/swiper.min.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/swiper.min.js	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:40	16628/16628	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2009%20Dec%202024%2010:08:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/script.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/script.js	(from https://html.kodesolution.com/2023/hoexr-html/index-1-single.html)
22:55:41	75690/75690	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/css/animate.css	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/css/animate.css	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:41	4112/4112	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/css/owl.css	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/css/owl.css	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:41	20433/20433	---MCZ	200	added ('OK')	text/css	date:Sun,%2009%20Jun%202024%2010:11:48%20GMT	https://html.kodesolution.com/2023/hoexr-html/css/swiper.min.css	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/css/swiper.min.css	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:41	13735/13735	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/css/jquery.fancybox.min.css	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/css/jquery.fancybox.min.css	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:41	10792/10792	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/css/linear.css	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/css/linear.css	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:42	513339/513339	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/css/fontawesome.css	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/css/fontawesome.css	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:42	2676/2676	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/css/flaticon.css	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/css/flaticon.css	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:42	83217/83217	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/css/tm-bs-mp.css	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/css/tm-bs-mp.css	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:42	14434/14434	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/css/tm-utility-classes.css	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/css/tm-utility-classes.css	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:42	1359/1359	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/logo.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/logo.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:43	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:25:44%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/pattern-1.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/pattern-1.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
